time,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,is_fraud
378165,PURCHASE,122.83,499.91,290.540960208903,843.89,908.8973497604452,1
1994849,PAYMENT,3.39,4715.65,4622.711223092877,2326.05,2264.3684097531795,1
708662,PAYMENT,19.43,1246.62,1184.7353099453417,1890.8,1883.3264258956392,1
2513518,PAYMENT,53.35,7472.86,7417.594597013212,3144.08,3184.9852838494944,1
1315573,CASH_OUT,1.43,2243.47,2193.37731327059,859.94,840.2781507032072,1
1012117,PAYMENT,5.54,2221.66,2239.19730243781,1414.53,1392.7182872378269,1
645188,PURCHASE,17.98,241.69,258.81441847254274,385.79,414.4826588008905,1
1531191,DEBIT,9.81,1559.71,1507.693165472203,2330.1,2354.4583185607735,1
415008,TRANSFER,25.82,1182.07,1225.7734738362244,563.03,469.7658283997134,1
1631993,CASH_OUT,117.28,5994.15,5861.724978016285,136.74,306.90188172909916,1
2342035,PAYMENT,7.22,2868.81,2953.1666527531575,1806.6,1826.8818596330107,1
1509090,PAYMENT,21.33,4116.65,4082.3387977994653,850.62,773.9884547881854,1
1170365,CASH_OUT,13.28,2295.49,2226.128187059829,2539.48,2597.692519787908,1
679418,PAYMENT,23.66,767.14,804.8845680195974,4097.94,4172.5852585543535,1
700780,PAYMENT,20.23,3112.97,3040.6698662172053,108.51,29.312781016666676,1
1611754,TRANSFER,475.63,6772.24,6353.49521337457,1999.43,2459.446513694744,1
1114593,PAYMENT,120.0,1145.18,1031.2112792135931,1271.55,1404.738117276338,1
1226952,PURCHASE,3.01,3258.44,3227.635683083324,1250.62,1307.1192712231693,1
1736857,PAYMENT,6.82,6489.74,6444.498580318028,5442.7,5474.0899937950235,1
656884,CASH_OUT,7.9,444.32,432.10773409306023,1150.74,1130.4847501444356,1
1606872,TRANSFER,4.57,4766.03,4795.452420678849,2957.18,2907.62342980349,1
1103913,CASH_OUT,3.89,4769.51,4763.615503756387,539.5,469.4604663568733,1
1324070,PAYMENT,16.22,1882.84,1940.5954262321304,1964.64,1934.4483185364804,1
2524388,TRANSFER,8.27,5331.31,5264.251464723729,983.27,1018.4282762247377,1
1658987,DEBIT,6.9,217.65,205.91933630598052,2925.22,2978.168760546092,1
1548459,PAYMENT,226.91,3076.55,2904.673006704256,1331.44,1539.4876083228655,1
1593445,PAYMENT,8.98,5072.42,5003.245046851152,1688.01,1751.810779230791,1
1661793,TRANSFER,11.8,5600.24,5640.453193286788,1884.24,1916.4307308642658,1
2382347,CASH_OUT,48.9,2607.55,2559.639800327576,2489.78,2665.0847201132497,1
616036,PAYMENT,11.75,7365.81,7359.565922118053,1864.5,1784.6255908825374,1
1380346,PURCHASE,4.96,6253.78,6231.842343185465,310.12,304.1517312766928,1
793392,PAYMENT,14.74,5155.8,5080.6118379007285,3002.52,3027.870129864731,1
428988,PAYMENT,223.74,3084.43,2856.7495386917,2064.57,2380.6901273441367,1
180553,CASH_OUT,11.27,692.91,653.8508097872349,5834.57,5773.102138983927,1
560696,CASH_OUT,6.73,1249.55,1319.0352875209799,176.6,135.02913138928432,1
2416430,DEBIT,33.26,2871.52,2863.781130729817,3468.03,3504.0419267611464,1
699983,PURCHASE,13.91,3933.61,3921.424939953364,334.18,286.92898182667244,1
2490706,PAYMENT,537.43,5154.29,4682.746957292829,5154.95,5679.954967386194,1
1191902,PAYMENT,7.81,1746.14,1735.5243902533327,3255.37,3181.408064774595,1
1059920,PAYMENT,160.85,617.08,491.3740308080579,1492.06,1712.6710244483907,1
2492118,CASH_OUT,81.13,2209.74,2186.8205899277277,2495.77,2660.857989454045,1
2020836,DEBIT,12.71,78.84,52.51667139757528,2894.03,2992.5053345823585,1
2202575,PAYMENT,20.0,2064.83,2066.5770608571,4099.82,4127.4829029396205,1
2417349,PAYMENT,5.84,93.3,65.62544983441938,4977.46,4992.062870571121,1
464071,PAYMENT,10.53,3836.12,3882.8991531571423,3605.0,3614.9193877281987,1
186833,DEBIT,12.6,5731.61,5717.647823883652,388.52,444.171316892338,1
717912,PAYMENT,24.27,3525.52,3569.7809947890896,740.26,827.5984677209175,1
775435,PAYMENT,3.69,1758.6,1764.852857289131,1998.92,2038.2761316116832,1
2174606,TRANSFER,29.19,4967.39,5065.493118679729,1812.02,1853.3390902089693,1
1560473,DEBIT,16.86,2056.72,2004.5023444390763,1939.07,1991.2011104878168,1
1564718,CASH_OUT,32.39,4872.05,4882.645101619951,2407.6,2439.464575813554,1
945439,TRANSFER,38.74,91.57,50.67235519514422,487.02,458.6914742666867,1
2134793,PAYMENT,15.32,479.79,453.21440876456575,693.95,679.6934020445583,1
1602575,TRANSFER,36.08,966.44,835.4580412244397,1123.26,1169.9877025874605,1
1905350,CASH_OUT,18.09,603.57,589.1190960638479,248.9,223.47081595238024,1
1417616,PURCHASE,49.02,4944.19,4846.456401560333,2135.86,2137.8933866361285,1
612121,PAYMENT,29.35,615.24,570.4056290031015,1353.07,1413.3284571520765,1
2415572,PAYMENT,24.96,4913.68,4841.971978615737,293.53,352.5146832101984,1
2378837,PAYMENT,17.76,756.46,698.6420161343179,2757.44,2789.9840291694068,1
1929465,PAYMENT,95.1,1521.19,1372.4562988759883,2011.15,2081.3632475739237,1
1524102,DEBIT,32.66,486.77,400.9921600166961,566.57,582.3477966237284,1
1741134,PAYMENT,4.11,8320.61,8236.9414947018,623.31,662.422154091316,1
664180,PAYMENT,11.4,666.91,674.3206571912391,309.8,276.1172397380401,1
2383366,PAYMENT,15.27,3900.6,3886.234868122582,662.4,604.9251410316833,1
2035848,PAYMENT,20.06,1759.35,1774.679604777328,240.49,285.9097912936445,1
928626,PAYMENT,24.83,3117.44,3073.0153793251816,588.99,607.850006366991,1
2439855,PAYMENT,6.47,472.22,432.7623538489117,2239.25,2311.080803885074,1
204615,PAYMENT,18.51,5484.04,5461.136696602698,2187.12,2152.3668825587383,1
1525233,CASH_OUT,13.78,3280.54,3301.844991698914,1782.32,1849.8343073534686,1
1803740,TRANSFER,73.82,3363.91,3305.0819937077317,5979.41,6024.040591434615,1
2497105,PAYMENT,6.09,2296.68,2291.2370283835194,142.1,187.29449325072983,1
838003,PURCHASE,19.67,5767.88,5781.429152972842,2672.2,2627.4503163835275,1
281570,TRANSFER,8.82,3680.45,3671.882482748601,1179.14,1107.702945045847,1
66150,CASH_OUT,187.84,3112.71,2895.293677673803,5156.69,5362.0757565390495,1
2434206,PAYMENT,90.73,3957.94,3912.5870103996567,2845.48,2922.450961718744,1
1887383,PAYMENT,2.8,3279.93,3214.7119268516417,2456.18,2466.9469919996122,1
2218978,PAYMENT,7.73,2563.28,2484.5323857473036,1052.78,1011.7315289728682,1
559723,PAYMENT,57.12,1807.93,1749.5628898288037,3100.15,3173.6739501489324,1
1931451,PAYMENT,34.77,5505.75,5475.271669085457,5657.05,5755.515921308476,1
2547500,PURCHASE,33.49,103.09,81.25114586926469,3634.23,3722.5532559724284,1
999554,PAYMENT,25.25,2603.32,2561.6893150392243,696.3,687.8138775245982,1
134055,PAYMENT,62.89,7771.52,7776.284265034507,2696.47,2696.546150584159,1
2587609,TRANSFER,51.27,1922.85,1796.652797320128,1776.54,1827.6566666429708,1
676022,PAYMENT,14.17,1990.82,1983.3992177260168,3266.37,3322.9141159906253,1
809942,TRANSFER,4.76,8521.82,8554.992308299441,1541.12,1461.474168339697,1
696358,TRANSFER,2.64,146.64,213.21758680206895,493.8,526.9102217732626,1
1142647,CASH_OUT,17.74,1119.33,1168.3063863663772,293.48,411.7341370386308,1
1841648,PURCHASE,2.21,1001.08,944.0606561860616,1368.26,1402.4522589340763,1
1355267,PAYMENT,27.15,4182.99,4173.946911044729,1468.19,1417.5645554821897,1
2243541,TRANSFER,13.88,5893.34,5868.757754546091,1299.52,1256.762883047615,1
1688472,PURCHASE,206.99,7281.21,7073.272571925895,1260.37,1432.8627657741154,1
2366860,CASH_OUT,30.32,2045.96,2072.3364999595283,4031.18,4054.2489140112843,1
1011727,PAYMENT,19.39,960.62,1036.226475924175,1249.16,1286.000580690311,1
254444,PURCHASE,2.89,290.17,300.3255397915499,2818.9,2857.812696361123,1
2308989,PAYMENT,4.42,2100.75,1997.043614352589,2931.43,2920.9262453865467,1
2207169,PURCHASE,45.5,1936.45,1807.5302203642086,2974.39,3032.6914188386845,1
123618,PAYMENT,13.79,5924.89,5908.775015334227,5243.06,5202.780093325953,1
459297,TRANSFER,420.92,1952.84,1581.798227618712,1794.03,2179.650439328341,1
1020154,DEBIT,18.18,1346.43,1288.9782258380417,2805.35,2867.7780398210057,1
750865,PAYMENT,24.6,1070.57,1036.4112324198713,904.79,951.9971403150487,1
2538911,PAYMENT,4.14,3107.61,3184.3654250943605,2438.22,2471.207462554978,1
540659,PAYMENT,62.61,672.03,589.5959969737977,5502.96,5513.6047240765865,1
2519997,PURCHASE,6.61,427.75,508.78248645412503,7115.64,7120.354758993507,1
2421212,DEBIT,37.69,5521.24,5462.036182075215,2292.95,2334.907214525505,0
2093373,CASH_OUT,53.2,3415.86,3407.8735115811555,1049.2,1118.547826467306,1
1646836,TRANSFER,22.52,954.17,935.4926766096906,3058.27,3131.65311968795,1
1241835,DEBIT,165.4,470.88,344.3117203629541,1594.11,1761.7662695935196,1
2372280,PAYMENT,9.65,3550.45,3641.232052045002,61.05,150.2166438568293,1
870123,PAYMENT,150.0,1783.07,1654.0535317418103,224.53,276.2685683281248,1
1859582,CASH_OUT,4.37,3532.2,3590.8836798894245,6602.94,6591.895705996489,1
1969510,PAYMENT,52.4,968.61,871.4784289019974,5071.77,5175.789133526541,1
250195,PAYMENT,16.93,3088.42,3024.918610168546,4554.07,4533.679547293428,1
1192324,PAYMENT,8.59,2359.59,2269.3783227752933,3551.93,3602.2065588491905,1
2129885,PAYMENT,2.74,1352.06,1296.5376596790682,771.02,778.6540474525391,1
1789616,DEBIT,14.69,90.14,151.3133326020183,2090.54,2200.14110258963,1
526338,PAYMENT,13.62,6342.2,6345.15310742178,6094.79,6100.851657592877,1
2207148,CASH_OUT,24.72,9113.97,9075.879896235481,2618.84,2636.601755263648,1
558221,PAYMENT,47.93,3241.73,3204.0097506438283,4075.37,4213.3595413416015,1
549239,PAYMENT,7.61,5129.37,5155.769827721025,2524.57,2514.1072804638657,1
556701,PAYMENT,165.66,2886.85,2760.115299219219,3304.69,3523.1625944475213,1
1214449,CASH_OUT,10.53,8246.85,8247.248869761157,1135.83,1161.73903645279,1
1759555,TRANSFER,41.37,324.46,352.2258716344377,947.74,1043.4684374007802,1
899005,PURCHASE,22.38,4694.85,4623.93192785343,5055.08,5060.006318819615,1
1036580,CASH_OUT,15.82,1092.07,1058.7167063086672,2367.91,2378.403523551656,1
433816,TRANSFER,21.07,5844.21,5881.653138743556,3537.54,3540.233756609955,1
1270464,TRANSFER,6.5,8933.86,8975.177865175881,1037.55,945.3574374853238,1
785332,PURCHASE,12.62,2639.2,2645.121443729179,3315.03,3314.396859093062,1
1794029,CASH_OUT,4.02,1416.89,1385.72416184489,838.21,1002.3300678546923,1
767950,PAYMENT,10.39,6241.62,6270.608372424513,3200.61,3174.383178585783,1
166472,TRANSFER,11.47,3696.45,3639.5219219468013,2336.78,2355.5483405737186,1
397710,CASH_OUT,55.38,3134.1,3137.820778485443,5656.09,5771.0282682451225,1
2308912,CASH_OUT,13.49,6749.72,6812.316144975429,1816.51,1856.0762570374268,1
122744,PAYMENT,11.73,1412.91,1372.3740792804333,732.01,739.8616031153223,1
1778627,DEBIT,26.16,148.55,251.80646551664373,1435.44,1416.8880955126608,1
2063499,PURCHASE,24.95,3782.8,3707.9832711879158,3994.57,4091.6373442045747,1
1550522,PAYMENT,9.88,215.44,196.1085954444227,2892.74,2958.051008884184,1
591652,DEBIT,32.24,1051.97,1009.047838018095,2364.12,2467.286998627341,1
911420,PAYMENT,16.21,5824.3,5802.8992951421305,1651.23,1733.3668438632521,1
831460,PAYMENT,9.86,3298.86,3360.2414893585737,1906.78,1845.263963118181,1
2335658,PAYMENT,11.08,1536.48,1547.2865087007385,3316.11,3309.599868990617,0
2527941,PAYMENT,62.75,3224.11,3119.789703450245,2879.68,2957.978556962057,1
910775,DEBIT,11.49,5717.22,5711.181782881098,4850.97,4814.900801227467,1
1760574,PAYMENT,27.48,2514.61,2520.2906405030144,2126.83,2122.801867346942,1
1701165,PAYMENT,4.31,4615.4,4637.131159299299,2783.96,2820.298803206533,1
912727,PAYMENT,76.58,448.97,433.49910582525774,2871.38,2977.9273937678677,1
1733693,PAYMENT,9.98,2779.64,2774.1294656985733,924.31,1022.3339267538472,1
558924,PAYMENT,32.47,2730.29,2737.799818848603,1181.3,1177.7081770036843,1
179352,CASH_OUT,14.85,3889.2,3867.2326661196357,4647.47,4615.818911657062,1
810694,PAYMENT,32.03,3080.39,3016.0219649273463,2442.2,2579.1372333091017,1
2290435,DEBIT,34.2,1870.8,1779.5316039733425,5378.95,5400.863641879083,1
972346,DEBIT,16.88,6562.64,6624.0843076226165,3622.74,3544.6116652051883,1
915015,PAYMENT,2.14,3713.4,3635.8178704470242,5633.28,5655.402494745982,1
1498771,DEBIT,74.38,78.02,16.34229656776028,2746.82,2767.4498300345304,1
998974,PAYMENT,16.98,3968.38,3971.882184424427,3132.69,3130.356159857186,1
431413,PAYMENT,31.24,953.31,873.0356030723603,4512.18,4472.537848285264,1
1352564,PAYMENT,46.07,538.41,537.3875268589055,412.92,514.5636925593319,1
2424050,PAYMENT,11.6,937.69,858.56605221072,1681.24,1713.250532716745,0
951661,TRANSFER,37.36,1024.31,957.9657658407843,1285.03,1257.9056481474245,0
863561,CASH_OUT,8.19,3312.84,3352.884521040309,407.31,425.4174090780967,1
302186,PAYMENT,31.98,2283.57,2186.5519235620673,1691.91,1757.44480240187,1
1295160,CASH_OUT,20.57,4244.66,4264.938995928603,2136.85,2146.8372025315516,1
2573224,PAYMENT,12.1,6459.06,6502.749164293056,304.45,399.31902299257945,1
1026553,CASH_OUT,21.25,825.38,857.7861889553436,284.3,357.6245346887589,1
1235202,PAYMENT,5.66,867.79,880.848817599807,3885.33,3866.8994245424597,1
145271,PAYMENT,29.1,2157.9,2086.872635781075,1077.96,1095.7248271819267,1
2215685,PAYMENT,32.96,2080.32,1997.8484134312143,407.88,379.0090195051323,1
968452,PAYMENT,30.41,2684.26,2628.681321542444,585.15,530.7285797700026,1
1514542,TRANSFER,121.83,2266.44,1991.3310454888333,3329.09,3407.4024144928444,1
2163414,DEBIT,17.92,623.61,606.8507029958532,6413.19,6395.972288906434,1
76898,PAYMENT,19.47,801.36,776.1338569988517,607.8,693.5937189283187,1
2552851,CASH_OUT,4.93,1841.54,1840.4042753860745,2465.13,2401.3222682532305,1
288316,CASH_OUT,132.55,3513.93,3369.3693057486116,2135.1,2272.517489805315,1
2008954,DEBIT,3.33,2255.29,2260.794684171325,4336.62,4350.675606788095,1
2574754,PAYMENT,26.42,355.55,333.0934138621644,779.44,770.5037531995165,1
1829553,PAYMENT,9.6,514.38,431.77582516040104,853.23,913.8048940333247,1
1039504,PURCHASE,21.65,3529.69,3522.037724921702,561.95,567.971527751639,0
2472151,CASH_OUT,4.18,4272.18,4266.945561305695,4168.77,4143.317127316952,1
1732767,PAYMENT,58.56,5213.04,5068.189263895758,1384.99,1525.666167233626,1
2105058,PAYMENT,6.38,527.22,565.5812813230108,1131.62,1095.9017991527503,1
793719,PAYMENT,81.41,3633.05,3536.725315590759,2127.94,2248.273949400197,1
715080,TRANSFER,6.6,3144.93,3170.1115199165583,4481.03,4459.24222566033,1
1675843,CASH_OUT,64.73,146.9,79.9555282186418,1357.48,1361.4504723031848,1
34701,PAYMENT,7.41,1689.89,1593.4698289362727,859.57,850.4585409929003,1
1721610,TRANSFER,9.61,2444.69,2447.60593698792,137.59,264.9876754589007,1
2180712,TRANSFER,20.04,3660.95,3665.730371676184,3995.51,3943.3604689659837,1
2339767,TRANSFER,7.26,4679.6,4730.867239329167,511.52,483.7596777332544,1
2140794,CASH_OUT,7.01,5508.9,5547.837135050424,2259.33,2327.7944717935175,1
491036,DEBIT,7.36,5957.96,6010.515839476878,79.58,39.949158499381426,1
327304,PAYMENT,29.45,2312.14,2319.5073026807004,5647.6,5646.95386421787,1
1852610,DEBIT,20.07,3065.93,3021.2777261528922,1157.6,1184.403396996351,1
2462616,PAYMENT,21.4,171.38,126.57859941157568,3189.52,3199.6771566750826,1
1142953,PAYMENT,13.61,6224.38,6260.216894064463,3024.23,3063.2830151789776,1
326916,PAYMENT,38.8,2446.28,2388.0601264146817,4364.07,4389.732832799872,1
312250,PAYMENT,70.81,8535.12,8490.801797513337,1865.21,1936.3088338157731,1
605409,PAYMENT,40.07,863.04,908.4370069212295,1793.65,1827.183434904482,0
1074135,PAYMENT,15.63,8938.59,8892.064005063412,2607.45,2582.1996469383553,1
856101,DEBIT,4.64,1995.47,2027.2450705239976,2192.85,2104.9820157678278,1
1725690,PAYMENT,1.87,740.74,698.7181925057331,6090.45,6188.414472472004,1
1614737,CASH_OUT,18.58,135.0,145.74014051359094,2679.81,2656.965482890406,1
892964,PAYMENT,1.84,3979.56,4058.4046528557355,3264.85,3228.2565406396543,1
1961275,PURCHASE,15.81,2239.16,2290.28813293852,5050.99,5076.719783084069,1
403119,CASH_OUT,108.11,350.73,223.36491881596683,1293.25,1349.639236367362,1
1135564,PAYMENT,5.03,1842.25,1915.9066534166516,3523.08,3573.897038833852,1
125991,CASH_OUT,4.29,4773.51,4757.982245905759,1772.9,1789.9205173616435,1
402732,TRANSFER,43.13,1707.69,1778.9837503785668,1591.02,1620.5882441208755,1
506079,CASH_OUT,0.69,7161.49,7162.421056429826,1142.05,1117.756207099789,1
1950013,TRANSFER,31.76,3295.87,3297.251504584631,1701.81,1673.5470912766812,1
1132658,TRANSFER,117.0,25.86,0.0,2471.01,2603.6765720621634,1
1985209,CASH_OUT,7.05,566.37,504.62401037583885,495.71,509.56988853528503,1
128322,PAYMENT,5.74,3011.44,3074.5133104585298,4616.75,4590.189516850818,1
656951,PAYMENT,40.77,467.76,437.96720048124365,1000.51,1067.4844038950184,1
11303,DEBIT,4.93,3405.68,3372.955045100303,5752.86,5836.816463094006,1
1210209,PAYMENT,53.14,383.07,292.36531896560325,961.27,1015.1449674246028,1
1298266,PAYMENT,5.43,1072.88,1037.3153369734212,1369.91,1362.9781505813999,0
1009612,PAYMENT,167.68,5542.39,5370.862399264424,69.17,188.8182445034266,1
1832684,PAYMENT,44.47,4127.12,4029.289791006691,2523.56,2560.0752111643155,1
2196768,PURCHASE,21.02,3665.29,3603.4507564129867,558.35,558.4000567863558,1
2366610,PAYMENT,156.48,989.43,746.5421829838838,311.44,415.5931323777547,1
1068199,PAYMENT,69.26,5128.82,5019.095609206329,3032.43,3124.252269851669,1
723035,CASH_OUT,31.26,1501.58,1538.538804709861,4402.94,4447.869907104626,1
490042,DEBIT,2.15,258.35,316.26330216053253,1105.26,1111.229783052714,1
458298,PAYMENT,8.66,1242.37,1247.2130179945448,3563.95,3554.4993784394637,1
1047343,PAYMENT,73.88,2332.75,2364.1857165995198,4619.73,4739.68187660981,1
1525416,PURCHASE,4.22,1461.09,1517.6119606468899,2912.48,2829.184785308997,1
105228,CASH_OUT,8.01,1751.97,1765.6952749657016,615.18,538.034704496993,1
426346,PAYMENT,5.89,1550.18,1571.465214037882,4559.58,4576.744108073638,1
1755692,PAYMENT,32.55,920.86,892.7496018712612,2432.89,2528.659172687293,1
884056,PAYMENT,63.84,1075.48,948.6721254065524,5773.23,5843.09602999271,1
1730228,PAYMENT,63.91,1269.87,1192.6346395556016,1056.73,1126.9949439008428,1
1946793,PAYMENT,7.22,2274.5,2137.5502808202496,184.92,139.77940391729453,1
1569123,DEBIT,32.02,3748.3,3661.56107427076,4903.41,4828.206313498581,1
1921214,PAYMENT,6.82,823.91,886.4894084183028,589.03,547.1182920987034,1
1726470,CASH_OUT,15.6,2500.36,2488.631118097086,889.84,937.6540465136458,1
48874,PAYMENT,37.49,613.96,523.1643061633723,2898.71,2857.574458704957,1
1622572,CASH_OUT,71.78,6207.21,6161.781643670986,3146.16,3175.347386934812,1
709662,CASH_OUT,1.52,1060.67,1089.3682657934737,494.13,417.34111455787695,1
1126825,PAYMENT,22.61,1357.75,1412.2432429115845,2151.71,2129.0594204925146,1
678250,TRANSFER,108.72,393.14,373.3340415822652,772.74,938.4577378722579,1
470452,PAYMENT,26.54,3715.12,3727.6411765236,2706.82,2703.063715470045,1
1478301,DEBIT,22.18,1629.99,1532.0784989654082,347.3,415.1980605938986,1
2139686,DEBIT,10.22,179.92,283.71803267460757,2585.72,2566.8885127952717,1
616529,PAYMENT,105.31,1092.73,1055.0892494785933,148.65,326.0204399636939,1
2509155,PAYMENT,10.8,3133.54,3165.199897225244,1504.0,1532.2526415620196,1
2223361,PAYMENT,17.81,2791.96,2773.316366490864,3434.56,3429.3329042683085,1
442061,CASH_OUT,11.42,1714.84,1625.9279084546135,2250.91,2254.2382553980683,1
2261286,PAYMENT,22.87,5682.15,5631.278576282137,5346.55,5297.342782974843,1
488972,PAYMENT,111.14,74.33,0.0,804.41,889.998817592861,1
1123994,PAYMENT,6.77,4674.26,4647.444863101188,1808.19,1885.9883748027232,0
1176808,PAYMENT,22.99,6585.9,6617.582804653922,1257.43,1298.3854123284111,1
163038,CASH_OUT,32.11,1692.37,1656.4339396716157,78.96,6.682007278677858,1
930491,PAYMENT,7.58,3303.41,3256.9967052435813,501.33,500.3557862010687,1
1216959,TRANSFER,18.71,7016.86,7023.1862790339155,6434.12,6461.232984664846,1
1374572,PAYMENT,185.23,1007.86,781.1688290147034,2409.73,2632.4883823303912,1
2355874,PAYMENT,2.41,3438.01,3354.013350172052,1180.59,1164.257433960477,1
2229231,TRANSFER,12.12,5525.99,5539.341744491595,4197.52,4203.637590502408,1
2299205,PURCHASE,27.13,803.53,772.7751225091182,3182.49,3261.2572278813554,1
600530,CASH_OUT,12.79,6381.97,6377.020941552033,1359.79,1360.4174074393839,1
1227165,PAYMENT,641.3,2227.48,1654.9917770364832,3187.98,3792.8450759784246,1
1077833,PAYMENT,38.8,1713.91,1687.6591998673562,735.6,816.1869815927738,1
2577640,DEBIT,5.74,1226.01,1248.7296961762852,8964.1,9012.561183185582,1
435423,PAYMENT,1.22,4087.53,4087.1679054132514,4550.03,4443.208848890175,0
1192929,PAYMENT,30.21,896.18,906.4688835982739,483.52,526.6768323215024,1
323390,DEBIT,8.11,148.07,33.34519820760201,3398.11,3355.8512143434605,1
2360731,DEBIT,94.32,636.9,503.86245064703456,2872.23,2986.5455662375766,1
1664221,PURCHASE,14.44,1605.81,1572.0618632546107,2207.77,2269.839299445935,1
1656671,PURCHASE,10.16,300.9,266.7682812012621,2786.96,2828.082266819121,1
1487331,DEBIT,9.95,1864.01,1814.479348600413,531.09,576.9372337748812,1
1950961,PAYMENT,65.62,1699.35,1629.630703557259,412.36,444.96208669856344,1
138563,PAYMENT,33.07,1350.58,1310.7260282295795,5646.73,5656.921220993142,1
783066,TRANSFER,165.2,0.37,0.0,2010.05,2204.8844091294736,1
1554623,TRANSFER,15.52,931.9,926.4029250997388,250.63,269.6967301190919,1
705552,PAYMENT,56.53,2756.76,2725.1195334837535,1149.55,1128.9082487236462,1
2046475,PAYMENT,57.7,96.96,0.46212578880101063,164.55,266.8208168705676,1
2423184,PAYMENT,45.09,1334.71,1263.5028018303408,3744.32,3716.2396520644493,1
597897,TRANSFER,10.89,2883.07,2918.316453493636,97.9,125.02818516554672,1
772800,PAYMENT,35.45,2516.79,2434.242775248402,1610.34,1656.1534359931889,1
1302549,PAYMENT,17.87,1683.94,1625.6729132456076,156.3,233.24887070404614,1
2042999,TRANSFER,17.32,3283.36,3227.3917251544553,7019.77,7025.301311568761,1
1902897,CASH_OUT,7.64,2366.75,2349.115846991432,3073.05,2979.241858096046,1
1163950,PAYMENT,1.58,6320.5,6368.8268018110275,2973.99,2982.734711220355,1
549148,TRANSFER,89.84,2483.2,2419.5549385528166,3244.57,3351.04011145814,1
484090,CASH_OUT,33.71,1590.57,1513.2134491178367,513.45,600.8412155924817,1
873698,PAYMENT,4.01,5093.92,5180.571660359583,5303.17,5280.78476454235,1
1935740,PAYMENT,47.52,1110.72,1028.4176074263264,1330.8,1413.4797445134002,1
742406,PAYMENT,92.0,740.37,567.3088508929952,5932.01,6068.861683326728,1
843804,PAYMENT,51.07,448.18,488.3194708558276,687.99,702.4522243826306,1
961568,PURCHASE,6.89,4354.37,4305.637402499449,3288.7,3311.440082456324,1
1580677,PAYMENT,8.34,2644.26,2630.3748354459294,1917.06,1851.8014259420434,1
1554510,CASH_OUT,10.41,1000.31,983.2007679580532,2169.11,2207.7251614257098,1
1830815,PAYMENT,56.45,628.21,600.8477068583402,2675.04,2742.609342941298,1
2386378,PAYMENT,35.69,402.81,275.27123934348396,958.0,931.755191951652,1
227286,TRANSFER,571.55,3324.8,2738.2156467901264,5274.89,5826.593286978219,1
2534937,PAYMENT,2.8,814.12,792.9814782579004,1722.05,1779.0969768218451,1
812461,PAYMENT,18.86,2699.1,2750.925589538748,3730.08,3758.9324190809516,1
232732,PAYMENT,1.99,1726.02,1696.852048932755,7999.95,7967.800191270271,1
1718224,PAYMENT,41.1,4489.7,4432.563043790682,2882.53,2885.2408084324184,1
924044,TRANSFER,72.26,2638.02,2603.76797650873,6816.87,6939.288239091418,1
2310182,PAYMENT,113.36,5714.02,5626.230003179349,3230.28,3319.0880568129846,1
1386652,DEBIT,25.18,779.15,717.7678397872082,2157.14,2193.350740511472,1
2245706,TRANSFER,2.02,3348.69,3368.090304629911,2436.61,2417.981288636805,1
285555,PAYMENT,18.91,4350.19,4294.411072460397,1056.56,964.8600599547518,1
444191,PAYMENT,33.92,3289.69,3295.9316528117383,979.73,980.9881644813632,1
1502337,PAYMENT,6.01,7093.37,7079.348826447229,187.1,250.00823060483782,1
1554094,CASH_OUT,14.61,2989.65,2912.207541710303,2557.99,2679.7973907132846,1
2411603,PAYMENT,4.34,2523.95,2412.4439681110016,7000.96,6966.631468021662,1
920597,DEBIT,9.63,782.44,754.0090880935264,5061.18,5087.4762737062265,1
2043338,PAYMENT,60.04,566.93,467.7051552274507,2012.19,2188.6673268153595,1
1486205,DEBIT,45.43,6480.6,6423.188975924766,3035.52,3140.9976748419153,1
224695,PAYMENT,3.76,139.36,133.13771136305905,1286.52,1229.6666923208077,1
1101844,DEBIT,8.62,4558.48,4454.172655756516,5053.65,5049.04073178296,1
1481006,PAYMENT,21.51,1162.25,1104.2463510621267,2580.74,2615.134132869431,1
573189,PAYMENT,26.36,5058.54,5025.711609996647,6326.48,6416.475630612383,1
1410706,PAYMENT,9.07,1932.64,1928.5723339433484,136.88,85.78756328849363,1
2487682,PAYMENT,35.58,1151.72,1156.0514134827183,539.88,614.1708270909179,1
1840634,PURCHASE,19.25,2610.26,2639.5372603543374,1556.81,1611.2383318765235,1
662784,PAYMENT,0.91,1157.95,1145.1074034189846,1886.88,1872.5909176258158,1
1847865,PAYMENT,10.11,60.26,42.75619670279523,202.16,319.4773950003993,1
2338683,TRANSFER,9.77,7242.99,7209.186083817098,4408.72,4372.92096947568,1
1986062,PAYMENT,45.33,2155.0,2142.4576353326793,3187.83,3251.3648143868168,1
919484,TRANSFER,46.31,210.51,144.97439642272008,234.13,290.41011742648305,1
703650,CASH_OUT,2.7,83.46,32.41893612827434,692.38,713.8803500214242,1
1286936,PAYMENT,33.99,2079.69,1962.5748193150373,104.93,196.6939219252086,1
344855,PURCHASE,18.38,6566.84,6501.084705400431,864.13,815.3764287561669,1
1555979,PAYMENT,23.38,5768.84,5732.166502355664,801.13,832.4361667715982,0
1074961,PAYMENT,9.62,1799.24,1838.5978807901554,601.8,709.8966013806927,1
431374,CASH_OUT,18.65,8538.04,8521.665668142396,4420.68,4479.241955041293,1
